chapter_no,chapter_title,card_no_in_chapter,theme_title,category,tags,card_variant,recommended_time,title,key_idea,explanation,exercise_steps_json,duration_seconds,difficulty,status,tags_curated,pack,is_free_top300
25,PSIHOLOGIA IESIRII DIN  STAREADE PLAFONARE SI CELE  TREI ETAPE NECESARE PENTRUCA OBICEIURILE SA DEVINA AUTONOME,12,Mult / Luat / Seama,Rutină & Disciplină,mult|luat|seama|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Mult / Luat / Seama,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: mult, luat, seama, asta, decat, oricui. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
10,"DEPASIREA ,,ZONEI DE  CONFORT"" SI MODUL IN CARE OAMENII ISi PUN  SINGURI PIEDICI IN ATINGEREA ADEVARATEI FERICIRI",21,Tuturor / Frica / Pierdem,Anxietate & Stres,tuturor|frica|pierdem|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Tuturor / Frica / Pierdem,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: tuturor, frica, pierdem, persoanele, lucrurile, compun. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perf","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
86,NU TOTI TE VOR IUBI INTR-UNMOD PE CARE SA IL INTELEGI,5,Iubim / Desi / Poti,Rutină & Disciplină,iubim|desi|poti|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Iubim / Desi / Poti,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: iubim, desi, poti, neva, asta, vindece. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|vindecare|autocontrol|obiceiuri,PM,1
6,"TRAIRI INCOMODE CARE ITI ARATA, DE CA ESTI PE DRUMUL CEL  BUN",18,Mare / Parte / Anxietatea,Anxietate & Stres,mare|parte|anxietatea|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Mare / Parte / Anxietatea,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: mare, parte, anxietatea, irationala, simtim, provine. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfec","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
33,CUM SA NU TE MAI PREOCUPI DE MODUL IN CARE ARATA VIATA TA  SI SA iNCEPI SA TE  CONCENTREZIASUPRA FELULUI iN CARE TE SIMTI IN VIATA TA,26,Mult / Crezi / Vrea,Rutină & Disciplină,mult|crezi|vrea|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Mult / Crezi / Vrea,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: mult, crezi, vrea, sale, spui, tuturor. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
32,"SEMNE CARE ARATA CA 0 EPUIZARE NERVOASA ESTE, DE FAPT, OREVELATIE EMOTIONALA",9,Percepem / Frica / Masura,Anxietate & Stres,percepem|frica|masura|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Percepem / Frica / Masura,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: percepem, frica, masura, ericirea, egala, inseamna. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecți","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
51,CUM NE DETASAM DE  AMINTIREA PERSOANEI IUBITE,9,Dintr / Odata / Face,Rutină & Disciplină,dintr|odata|face|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Dintr / Odata / Face,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: dintr, odata, face, ceea, crezi, faca. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
97,DIFERENTA DINTRE  CUMTESIMTI SI CUM CREZI CA TE,12,Senzatie / Nelini / Stomac,Anxietate & Stres,senzatie|nelini|stomac|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Senzatie / Nelini / Stomac,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: senzatie, nelini, stomac, atat, puiin, stres. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
30,SEMNE CA UNICA PROBLEMA CUVIATA TA ESTE MODUL IN CARE TE GANDESTI LAEA,12,Faci / Face / Mult,Rutină & Disciplină,faci|face|mult|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Faci / Face / Mult,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: faci, face, mult, timp, obiectivele, tale. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
72,ARTA CONSTIENTIZARII. SAU CUM SA NU TE,32,Acest / Sentiment / Panica,Anxietate & Stres,acest|sentiment|panica|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Acest / Sentiment / Panica,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: acest, sentiment, panica, ingrijorare, privire, modul. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfe","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|autoingrijire|decizii|autocontrol|prezenta,PM,1
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,55,Bine / Mult / Invata,Rutină & Disciplină,bine|mult|invata|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Bine / Mult / Invata,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: bine, mult, invata, vezi, faci, griji. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
79,CUM SA CRESTI 0  GENERATIE DE COPII FARA PROBLEME DE ANXIETATE,4,Bazeaza / Frica / Convinge,Anxietate & Stres,bazeaza|frica|convinge|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Bazeaza / Frica / Convinge,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: bazeaza, frica, convinge, gandim, aceste, lucruri. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiu","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
27,Fil CONECTAT CU TINE MANTRE CARE ITI VOR REAMINTI CA VIATA TA  SE PETRECE CHIAR,5,Daca / Dori / Ziua,Rutină & Disciplină,daca|dori|ziua|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Daca / Dori / Ziua,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: daca, dori, ziua, viata, arata, dragostea. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
98,PUTEREA GAND IRII NEGATIVE,16,Diferenta / Dintre / Genul,Anxietate & Stres,diferenta|dintre|genul|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Diferenta / Dintre / Genul,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: diferenta, dintre, genul, oamenii, anxietate, paralizeaza. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți p","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
49,MODUL (PRACTIC) PRIN CARE ITI POTI   SCHIMBA VIATA ANUL  ACESTA,24,Esti / Faci / Vezi,Rutină & Disciplină,esti|faci|vezi|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Esti / Faci / Vezi,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: esti, faci, vezi, simti, reflectare, cine. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
3,ZECE LUCRURI PE CARE OAMENII INTELIGENTI  EMOTIONAL,9,Indiferenta / Semn / Arata,Anxietate & Stres,indiferenta|semn|arata|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Indiferenta / Semn / Arata,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: indiferenta, semn, arata, suntem, calea, frica. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|frica|decizii|autocontrol|prezenta,PM,1
92,101 LUCRURI MULT MAI IMPORTANTE DECAT FELUL IN CARE,41,Ceri / Scuze / Esti,Rutină & Disciplină,ceri|scuze|esti|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Ceri / Scuze / Esti,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: ceri, scuze, esti, capabil, lasi, egoul. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
14,ASTEPTARI DE CARE  TREBUIE SA TE DEBARASEZI PANAAJUNGI LA 30 DE,34,Viata / Anxietatea / Dintre,Anxietate & Stres,viata|anxietatea|dintre|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Viata / Anxietatea / Dintre,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Anxietate & Stres).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: viata, anxietatea, dintre, principalele, forte, motrice. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți per","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,anxietate|stres|decizii|autocontrol|prezenta|claritate,PM,1
99,CE TREBUIE SA FACI PENTRU A ELIMINA ANXIETATEA DIN VIATA  TA,13,Ceva / Alege / Lini,Rutină & Disciplină,ceva|alege|lini|claritate|actiune|obiceiuri,REFRAME,ANY,Reframe: Ceva / Alege / Lini,Schimbă întrebarea: din „de ce mi se întâmplă?” în „ce pot controla acum?” (Rutină & Disciplină).,"În loc să cauți certitudini, definește un pas controlabil. În acest capitol, tema se învârte în jurul: ceva, alege, lini, gustare, baie, vorbe. Progresul apare când reduci zgomotul și iei decizii concrete, nu când cauți perfecțiunea.","[""Scrie problema în 1 propoziție."", ""Rescrie-o ca întrebare de control: „Ce pot controla azi?”"", ""Alege un singur pas de 2 minute și începe.""]",90,easy,published,disciplina|rutina|decizii|autocontrol|obiceiuri|claritate,PM,1
49,MODUL (PRACTIC) PRIN CARE ITI POTI   SCHIMBA VIATA ANUL  ACESTA,24,Esti / Faci / Vezi,Rutină & Disciplină,esti|faci|vezi|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Esti / Faci / Vezi,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
67,LUCRURI PE CARE E BINE SALEEVITI INTRE 20 SI 30 DEANI,12,Ceva / Gasi / Lasa,Anxietate & Stres,ceva|gasi|lasa|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Ceva / Gasi / Lasa,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
20,CE OBIECTIVE SA-TI  PROPUI CASATEPOTIBUCURA DE CE AI IN LOC SA ALERGI DUPA CE-TI  LIPSESTE,17,Bani / Tale / Tiga,Rutină & Disciplină,bani|tale|tiga|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Bani / Tale / Tiga,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
86,NU TOTI TE VOR IUBI INTR-UNMOD PE CARE SA IL INTELEGI,1,Mare / Parte / Daca,Anxietate & Stres,mare|parte|daca|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Mare / Parte / Daca,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
60,CUM DEVIi PERSOANA CAREMERITA VIATA PE CARE S1-0,40,Eaza / Idee / Vrei,Rutină & Disciplină,eaza|idee|vrei|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Eaza / Idee / Vrei,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
18,ZECE LUCRURI DESPRE PE CARE TREBUIE SA LE,7,Frica / Vrea / Pare,Anxietate & Stres,frica|vrea|pare|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Frica / Vrea / Pare,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|frica|claritate|prezenta,CRISIS,1
68,CU CAT ESTI MAI  iMPACAT CU DECIZIA CU ATAT SIMTI MAI  PUTIN NEVOIA APROBARII CELORLALTI  SI ALTE UNSPREZECE PE CARE LE STIU OAMENII IMPLINITI,33,Vrei / Esti / Asta,Rutină & Disciplină,vrei|esti|asta|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Vrei / Esti / Asta,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
10,"DEPASIREA ,,ZONEI DE  CONFORT"" SI MODUL IN CARE OAMENII ISi PUN  SINGURI PIEDICI IN ATINGEREA ADEVARATEI FERICIRI",32,Cite / Auzit / Femei,Anxietate & Stres,cite|auzit|femei|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cite / Auzit / Femei,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
77,DE CE PUNEM ATATA PE SUFERINTA NOASTRA?,14,Daca / Vrei / Face,Rutină & Disciplină,daca|vrei|face|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Daca / Vrei / Face,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
91,CELE MAI COMUNE CINCISPREZECE TIPURI DEGANDIRE DISTORSIONATA,24,Acest / Lucru / Face,Anxietate & Stres,acest|lucru|face|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Acest / Lucru / Face,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
92,101 LUCRURI MULT MAI IMPORTANTE DECAT FELUL IN CARE,31,Cele / Urma / Stii,Rutină & Disciplină,cele|urma|stii|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cele / Urma / Stii,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
94,"SASE SEMNE CARE ITI ,  W W ARATA CAAi 0 SENSIBILITATE SOCIALA SANATOASA",11,Faci / Griji / Nivel,Anxietate & Stres,faci|griji|nivel|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Faci / Griji / Nivel,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
21,102 MODURI PRIN CARE SANULASI GANDURILE !RATIONALE SA-TI STRI CE VIATA,83,Face / Cele / Ceea,Rutină & Disciplină,face|cele|ceea|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Face / Cele / Ceea,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
64,CEL MAI MARE TABU DIN CULTURA NOASTRA ESTE ONESTITATEA RADICALA. SI EXACT ASTA E  PROBLEMA,26,Legat / Nimic / Afara,Anxietate & Stres,legat|nimic|afara|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Legat / Nimic / Afara,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
19,"DETALII CARE, FARASA- TI DAI SEAMA,  iTI INFLUENTEAZA   W PAREREA PE CARE O AI DESPRE CORPUL TAU",7,Cape / Scop / Greu,Rutină & Disciplină,cape|scop|greu|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Cape / Scop / Greu,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|scop|obiceiuri,CRISIS,1
98,PUTEREA GAND IRII NEGATIVE,12,Fugi / Fara / Aceasta,Anxietate & Stres,fugi|fara|aceasta|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Fugi / Fara / Aceasta,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
8,"PARTILE DIN TINE CARE  NU SUNT ,,EU""",6,Vezi / Spui / Gand,Rutină & Disciplină,vezi|spui|gand|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Vezi / Spui / Gand,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,disciplina|rutina|claritate|obiceiuri,CRISIS,1
53,DE CE VREA SUFLETUL,16,Exista / Atat / Multe,Anxietate & Stres,exista|atat|multe|claritate|actiune|obiceiuri,CRISIS,CRISIS,Moment greu: Exista / Atat / Multe,"Oprește spirala: revino în corp, clarifică următorul pas, apoi acționează.","Când ești copleșit, nu rezolvi tot. Reduci intensitatea cu 30% și alegi o singură mișcare sigură.","[""Respiră 4–4–6 (inspir 4, țin 4, expir 6) de 5 ori."", ""Numește starea: „Simt ___, nu sunt ___”."", ""Următorul pas sigur: un mesaj, un pahar cu apă, 2 minute de ordine.""]",90,easy,published,anxietate|stres|claritate|prezenta,CRISIS,1
